code,first_name,second_name,web_name,fbref
81012,Ryan,Fredericks,Fredericks,c067631c
81048,Josip,Drmic,Drmic,15ea94de
81061,Michael,Simões Domingues,Mika,d74a54d1
81183,Matej,Vydra,Vydra,0d4ceb32
81441,Mark,Gillespie,Gillespie,e32958b7
81880,Alex,Oxlade-Chamberlain,Chamberlain,38c7feef
82078,Kenneth,Zohore,Zohore,5e508d0d
82143,Wes,Foderingham,Foderingham,96cf7b61
82257,Raphael,Spiegel,Spiegel,050b9803
82263,Marcos,Alonso,Alonso,f4290206
82403,Wilfried,Zaha,Zaha,b2bc3b1f
82428,Marten,de Roon,de Roon,2a1beb34
82514,Tim,Ream,Ream,28b40c9c
82660,Marco,Van Ginkel,Van Ginkel,47681787
82691,George,Baldock,Baldock,394854c4
82771,Markus,Henriksen,Henriksen,26acecd2
83091,Borja,González Tomás,Bastón,8c44e37b
83283,Nathan,Redmond,Redmond,ab651565
83299,Lewis,Dunk,Dunk,282f75f3
83312,Ben,Gibson,Gibson,bcfb0142
83314,Jeff,Hendrick,Hendrick,989d5705
83427,Jack,Robinson,Jack Robinson,7399c7a8
83428,Grant,Hanley,Hanley,e9254eec
83543,Anthony,Knockaert,Knockaert,6c679c6d
84112,Collin,Quaner,Quaner,19b8b0b9
84182,Alphonse,Areola,Areola,2f965a72
84384,Timm,Klose,Klose,5f1d07f6
84395,Florin,Gardos,Gardos,70eb7e9d
84450,Granit,Xhaka,Xhaka,e61b8aee
84583,Philippe,Coutinho Correia,Coutinho,0ef89a37
84915,Michael,Hector,Hector,5f1a2f31
84939,Danny,Ings,Ings,07802f7f
85017,Tendayi,Darikwa,Darikwa,beecc37c
85128,Connor,Goldson,Goldson,56f6f826
85242,Conor,Hourihane,Hourihane,fcab00a0
85352,Bruno,Martins Indi,Martins Indi,7bc34048
85368,Christopher,Schindler,Schindler,8ae9869d
85624,Christian,Kabasele,Kabasele,914ab9a1
85654,Jordy,Clasie,Clasie,31c01b85
85955,Jorge Luiz,Frello Filho,Jorginho,45db685d
85971,Son,Heung-min,Son,92e7e919
86129,Kalidou,Koulibaly,Koulibaly,da974c7b
86153,Martín,Montoya,Montoya,5cec2487
86173,Manuel,Agudo Durán,Nolito,b2d0ec1b
86176,Tom,Ince,Ince,67d23ab0
86417,Jeffrey,Schlupp,Schlupp,3312f911
86431,Brice,Dja Djédjé,Dja Djédjé,d8593687
86881,Nampalys,Mendy,Mendy,1598599e
86934,Manuel,Lanzini,Lanzini,26f6dca8
87107,Cyrus,Christie,Christie,7eb67dad
87121,Kieron,Freeman,Freeman,c13c24c8
87396,Moritz,Leitner,Leitner,9460aaed
87428,Elias,Kachunga,Kachunga,5bddccc9
87447,Muhamed,Bešić,Bešić,7ca9f0f0
87835,Matt,Doherty,Doherty,d557d734
87856,Michael,Hefele,Hefele,91bdc54a
87873,Stuart,Dallas,Dallas,67ca8566
88170,Jiri,Skalak,Skalak,beaec218
88175,Lovre,Kalinic,Kalinic,3a74f92b
88248,Stefan,Ortega Moreno,Ortega,c1242d4e
88482,Álvaro,Morata,Morata,129af0db
88498,Benik,Afobe,Afobe,b63f4077
88734,Neil,Etheridge,Etheridge,2642bf6c
88894,Ross,Barkley,Barkley,3a24769f
88898,Moses,Odubajo,Odubajo,761bc132
88900,Jack,Stephens,Stephens,6adbc307
88935,Steven,Berghuis,Berghuis,713c144a
89076,Remo,Freuler,Freuler,98d2c2c4
89085,Nathaniel,Chalobah,Chalobah,422862ea
89274,José Ignacio,Peleteiro Romallo,Jota,9f351459
89335,Saúl,Ñíguez,Saúl,c14bc029
89470,Onel,Hernández,Hernández,007b39a5
89572,Denis,Suárez,Suárez,12c50af5
90105,Ryan,Fraser,Fraser,d56543a0
90152,Raphaël,Varane,Varane,9f8e9423
90263,James,Husband,Husband,33e2d513
90440,Tom,Trybull,Trybull,552aa16c
90517,Robbie,Brady,Brady,96bb8cc2
90518,Ravel,Morrison,Morrison,bf59c794
90585,Willy,Boly,Boly,a4ac4b8f
90714,Ahmed,Musa,Musa,b7084daf
91047,Stuart,Armstrong,S.Armstrong,97333cf5
91126,Will,Keane,Keane,fc7f8f87
91651,Mateo,Kovacic,Kovacic,79c0821a
91972,Saido,Berahino,Berahino,25b166d0
91979,Jon,Flanagan,Flanagan,f2428fd4
92159,Jetro,Willems,Willems,9050ddc4
92170,Massadio,Haidara,Haidara,5167c97e
92217,Roberto,Firmino,Firmino,4c370d81
92259,Neeskens,Kebano,Kebano,18b999f4
92293,Omar,Elabdellaoui,Elabdellaoui,4f56170e
92371,Pablo,Marí Villar,Pablo Marí,aa54ec6f
92383,Nahki,Wells,Wells,b070482d
93001,Konstantinos,Stafylidis,Stafylidis,861e0116
93100,Jannik,Vestergaard,Vestergaard,1900032e
93127,Jesé,Rodríguez Ruiz,Jesé,4a537185
93264,Eric,Dier,Dier,ac861941
93284,Florin,Andone,Andone,dc008610
93464,Tom,Carroll,Carroll,5a1900a4
94147,Conor,Coady,Coady,2928dca2
94245,Michy,Batshuayi,Batshuayi,2973d8ff
94248,Sergio,Rico,Rico,5f0241b2
94924,Gerard,Deulofeu,Deulofeu,39583cfd
94926,Olayinka Fredrick Oladotun,Ladapo,Ladapo,da2b8db3
95463,Danny,Ward,Ward,d3ce0e89
95508,Fredrik,Ulvestad,Ulvestad,8f160d73
95658,Harry,Maguire,Maguire,d8931174
95715,Lucas,Rodrigues Moura da Silva,Lucas Moura,2b622f01
96305,Jay,Fulton,Fulton,434ad289
96306,Stephen,Kingsley,Kingsley,488cc9c7
96764,M'Baye,Niang,Niang,2054d037
96767,Dimitri,Foulquier,Foulquier,45e17712
96778,Adam,Reach,Reach,33a2d4dc
96787,Mohamed,Elyounoussi,Elyounoussi,68dc0dac
96994,Bobby,De Cordova-Reid,De Cordova-Reid,0f7533cd
97032,Virgil,van Dijk,Van Dijk,e06683ca
97296,Tommie,Hoban,Hoban,45045170
97299,John,Stones,Stones,5eecec3d
97485,Kevin,Wimmer,Wimmer,faf55ce4
97615,Mike,van der Hoorn,van der Hoorn,25f50295
98745,Héctor,Bellerín,Bellerín,f874dd44
98747,Nick,Pope,Pope,4b40d9ca
98770,Ørjan,Nyland,Nyland,bdedffac
98780,Juan Carlos,Paredes,Paredes,5d8c6afd
98914,Guido,Carrillo,Carrillo,8f898ba8
98980,Emiliano,Martínez Romero,Martínez,7956236f
99127,Joel,Campbell,Campbell,895ff3ca
99323,Lazar,Markovic,Markovic,723ba189
100059,Alberto,Moreno,Moreno,11b9265b
100180,Danilo Luiz,da Silva,Danilo,94b2001f
100412,André,Carrillo,Carrillo,7527558b
100649,Bernard,Anício Caldeira Duarte,Bernard,ab4b3e35
101061,Philip,Heise,Heise,ef66b362
101105,Joe,Bryan,Bryan,af69e7f0
101148,Jamaal,Lascelles,Lascelles,450ab6fc
101178,James,Ward-Prowse,Ward-Prowse,3515d404
101179,Lloyd,Isgrove,Isgrove,430696d5
101184,Calum,Chambers,Chambers,dc6f5bdd
101188,Lucas,Digne,Digne,1b84dbe1
101394,Okay,Yokuslu,Yokuslu,e49ce451
101537,Felipe Anderson,Pereira Gomes,Felipe Anderson,9f1893b9
101582,Frederico,Rodrigues de Paula Santos,Fred,b853e0ad
101668,Jamie,Vardy,Vardy,45963054
101982,Sam,Johnstone,Johnstone,9e5708be
102057,Raúl,Jiménez,Jiménez,b561db50
102366,Moritz,Bauer,Bauer,cfe6238d
102380,Antonio,Rüdiger,Rüdiger,18b896d6
102738,Giannelli,Imbula,Imbula,b86fe156
102747,Djibril,Sidibé,Sidibé,4c5b714f
102826,Benjamin,Mendy,Mendy,5271c8f1
102836,Brice,Samba,Samba,60d90c55
102884,Paulo,Gazzaniga Farias,Gazzaniga,63d17038
103025,Riyad,Mahrez,Mahrez,892d5bb1
103100,Jonathan,Williams,Williams,49b8432c
103123,Sébastien,Haller,Haller,ba115a40
103127,Molla,Wagué,Wagué,a440d8ca
103192,Kurt,Zouma,Zouma,ce4246f5
103912,Jordon,Ibe,Ibe,9f736ed2
103914,Charlie,Taylor,Taylor,cc2d7ad5
103955,Raheem,Sterling,Sterling,b400bde0
104073,Joe,Ralls,Ralls,3730fcbc
104535,Harry,Bunn,Bunn,c8d840f0
104542,Loris,Karius,Karius,32e7ce92
104545,Tommy,Smith,Smith,e9208654
104547,Dwight,Gayle,Gayle,e58a03c6
104953,Christian,Atsu,Atsu,8816329f
105377,Ezgjan,Alioski,Alioski,1a7fcf39
105666,Jack,Butland,Butland,cc70a1d5
105700,Davide,Zappacosta,Zappacosta,7fe90ccd
105717,Arthur,Masuaku,Masuaku,57df7a11
106449,Kevin,Stewart,Stewart,ff674795
106450,Alex,Pritchard,Pritchard,ff9fcd4d
106603,Ezekiel,Fryers,Fryers,f58d6213
106611,Michael,Keane,Keane,c5b7c315
106617,Patrick,Bamford,Bamford,93feac6e
106618,Paul,Dummett,Dummett,3fe6bd8c
106757,Jürgen,Locadia,Locadia,6cc47ae1
106760,Luke,Shaw,Shaw,9c94165b
106824,Memphis,Depay,Depay,8f696594
106837,Dennis,Praet,Praet,86695068
106899,Roque,Mesa,Mesa,7c4243d4
107265,Angus,Gunn,Gunn,e082af5b
107613,Romain,Saïss,Saïss,9fbbcf39
108053,Conor,Townsend,Townsend,4dc4f138
108093,Luciano,Vietto,Vietto,2513a588
108156,Björn,Engels,Engels,4fdf1fd9
108413,Will,Hughes,Hughes,a0666d3e
108416,John,Egan,Egan,debe38a0
108438,Sandro,Ramírez,Sandro,833fb62e
108813,Christian,Walton,Walton,c666574f
108823,Dele,Alli,Dele,cea4ee8f
108824,Brendan,Galloway,Galloway,321506b3
109065,Davy,Klaassen,Klaassen,15fd5593
109322,Jesse,Lingard,Lingard,810e3c74
109345,Solly,March,March,bb5fbd2b
109434,Terence,Kongolo,Kongolo,1f9a3a04
109528,Javier,Manquillo Gaitán,Manquillo,758dd7f0
109533,Emerson,Palmieri dos Santos,Emerson,e0bc6fdc
109638,Kean,Bryan,Bryan,c684d3c9
109646,Tosin,Adarabioyo,Tosin,c81d773d
109745,Kepa,Arrizabalaga,Arrizabalaga,28d596a0
109788,João Mário,Naval Costa Eduardo,João Mário,f0021247
109999,Ibrahima,Cissé,Cissé,be4fede9
110504,Bertrand,Traoré,Traoré,c47541e0
110735,Adam,Webster,Webster,c40b6180
110979,Sadio,Mané,Mané,c691bfe2
111234,Jordan,Pickford,Pickford,4806ec67
111291,Fernando,Marçal,Marçal,9ae9eaea
111317,David,Brooks,Brooks,dc4cae05
111457,Sead,Kolasinac,Kolasinac,3935e52e
111478,Joël,Veltman,Veltman,dad4b285
111773,Emil,Krafth,Krafth,77cf6852
111782,Robin,Olsen,Olsen,e7ee38c3
111787,Modou,Barrow,Barrow,75783f5f
111847,Adama,Diomande,Diomande,336dbcb2
111931,Ricardo,Barbosa Pereira,Ricardo,75a72a99
112139,James,Wilson,Wilson,b0d786ee
112316,Jakob,Haugaard,Haugaard,142741bb
112338,Emre,Can,Can,a65ce836
112507,Jack,Rose,Rose,eb338814
112516,Isaiah,Brown,Brown,bf54c8cc
112520,Alex,Palmer,Palmer,6ea97fd5
113534,Matt,Macey,Macey,136e7649
113564,Sam,Byram,Byram,1bf811d4
113688,Oumar,Niasse,Niasse,af721f98
114000,George,Honeyman,Honeyman,84afeaff
114054,Omar,Bogle,Bogle,c334bcfc
114093,Matthew,Pennington,Pennington,0ff967f7
114128,Jonathan,Castro Otto,Jonny,e28868f3
114241,Harry,Toffolo,Toffolo,a105d46a
114243,Jacob,Murphy,Murphy,de112b84
114245,Josh,Murphy,Murphy,b30c7426
114283,Jack,Grealish,Grealish,b0b4fd3e
114536,Ryan,Inniss,Inniss,600ae8cb
115357,Mouez,Hassen,Hassen,fd481f3f
115382,Neal,Maupay,Maupay,4bcf39f6
115556,Ben,Davies,Davies,44781702
115854,Duncan,Watmore,Watmore,2b2bae51
115858,Rachid,Ghezzal,Ghezzal,dc3a9a0d
115918,Rúnar Alex,Rúnarsson,Rúnarsson,8fa8f8d2
116216,Leandro,Trossard,Trossard,38ceb24a
116535,Alisson,Ramses Becker,Alisson,7a2e46a8
116543,Valentino,Lazaro,Lazaro,016ff750
116594,N'Golo,Kanté,Kanté,b9fbae28
116643,Fabio Henrique,Tavares,Fabinho,7f3b388c
118335,Abdul Rahman,Baba,Baba Rahman,e4086af3
118748,Mohamed,Salah,Salah,e342ad68
118884,Erik,Durm,Durm,cf623c78
119471,Fabian,Schär,Schär,c8aa95da
119765,Allan,Marques Loureiro,Allan,cc700722
120202,Wout,Weghorst,Weghorst,c4e87b8b
120250,André,Tavares Gomes,André Gomes,1961b2aa
120447,Bradley,Smith,Brad Smith,c76c717c
120721,Kevin,Mbabu,Mbabu,493924a7
121145,João,Cancelo,Cancelo,bd6351cd
121160,Ederson,Santana de Moraes,Ederson,3bb7b8b4
121221,Ramiro,Funes Mori,Funes Mori,89cbc961
121570,Julian,Jeanvier,Jeanvier,5cb215fc
121599,Abdoulaye,Doucouré,Doucouré,02b29014
122074,Marcus,Bettinelli,Bettinelli,0d85a4e8
122342,Emerson,Hyndman,Hyndman,3be1a627
122775,Morgan,Sanson,Sanson,6e7f1353
122797,Callum,Paterson,Paterson,d2583bce
122798,Andrew,Robertson,Robertson,2e4f5f03
122806,John,McGinn,McGinn,90f91999
123125,Viktor,Fischer,Fischer,b5920350
123354,Kortney,Hause,Hause,bf8fad51
124165,Patrick,Roberts,Roberts,59d93937
124183,Hakim,Ziyech,Ziyech,6622454d
126184,Nathan,Aké,Aké,eaeca114
126187,Ruben,Loftus-Cheek,Loftus-Cheek,e97fd090
126407,Nabil,Bentaleb,Bentaleb,3189f61a
126468,Tokelo,Rantie,Rantie,7ef25942
128198,Sofiane,Boufal,Boufal,b0c71810
128295,Christian,Nørgaard,Nørgaard,df0a4c90
128309,Jamal,Lowe,Lowe,b2856bc0
128340,Kieffer,Moore,Moore,01ce9e70
128348,Ibrahim,Amadou,Amadou,9260926b
128389,Aleksandar,Mitrović,Mitrović,3925dbd6
130025,Luis,Hernández,Hernández,02d2c436
130036,Ozan,Tufan,Tufan,17d45fb2
130103,Hiram,Boateng,Boateng,929917ce
131304,William,Troost-Ekong,Troost-Ekong,7ed4921e
131403,Rhys,Healey,Healey,07ace8c3
131897,Mathew,Ryan,Ryan,4535e4bb
132015,Pierre-Emile,Højbjerg,Højbjerg,8b04d6c1
133798,Serge,Gnabry,Gnabry,88e357ef
133801,Jerome,Sinclair,Sinclair,1695c659
133845,Emiliano,Marcondes,Marcondes,4d960fc3
134383,Connor,Randall,Randall,412e1445
135363,Andreas,Christensen,Christensen,1cb49278
135365,Jeremie,Boga,Boga,fe012aca
135720,Kevin,Danso,Danso,6e33125f
138009,Sullay,Kaikai,Kaikai,fc166e49
139110,Ondrej,Duda,Duda,79ca3e23
140200,Thomas,Strakosha,Strakosha,339fe0e8
140941,Stipe,Perica,Perica,269b4638
141020,Max,Meyer,Meyer,eba42d2b
141569,Léo,Bonatini,Bonatini,da23d58d
141746,Bruno,Borges Fernandes,Fernandes,507c7bdf
141921,Oluwaseyi,Ojo,Sheyi Ojo,7b9a86e6
143877,Alexander,Sørloth,Sørloth,e92cd3f7
144485,Ivan,Toney,Toney,e09f279b
144660,Didier,Ndong,Ndong,885b7aa7
145212,Clinton,N'Jie,N'Jie,77f278a0
145235,José Ángel,Esmorís Tasende,Angeliño,30941e96
146426,Oluwasemilogo Adesewo Ibidapo,Ajayi,Ajayi,d6192210
146610,Jack,O'Connell,O'Connell,312626c1
146941,Aymeric,Laporte,Laporte,119b9a8e
147303,Laurent,Depoitre,Depoitre,aa5859cb
147612,Richairo,Zivkovic,Zivkovic,d2d74d9c
147668,Cameron,Brannagan,Brannagan,9220e731
147675,Chuba,Akpom,Akpom,e2b384d2
148179,Enner,Valencia,Valencia,fb485406
148225,Anthony,Martial,Martial,8b788c01
148508,Mahmoud Ahmed,Ibrahim Hassan,Trézéguet,3ae14ed1
149016,Lynden,Gooch,Gooch,1ea00b03
149051,Ethan,Robson,Ethan Robson,961a5164
149065,José,Malheiro de Sá,Sá,903b6e8b
149266,Alfie,Mawson,Mawson,d368feb8
149468,Tyias,Browning,Browning,c4e180f0
149484,Tyrone,Mings,Mings,8397a50c
149519,Maxwel,Cornet,Cornet,beb391dd
149736,Chancel,Mbemba,Mbemba,e76cb9cc
149828,Islam,Slimani,Slimani,ffec9769
149915,Diego,Llorente,Llorente,bba30585
151086,Mario,Lemina,Lemina,2b471f99
151119,DeAndre,Yedlin,Yedlin,ae0a7ddf
151589,Leander,Dendoncker,Dendoncker,5a7301ae
152015,Guillermo,Varela,Varela,5c961282
152551,Jefferson,Lerma Solís,Lerma,9b5ce51a
152590,Alex,Telles,Telles,e73c9bb2
152760,Divock,Origi,Origi,43a166b4
152898,Ben,Davies,Davies,c9009a1f
153127,Isaac,Hayden,Hayden,c951a6df
153133,Alex,Iwobi,Iwobi,6ca5ec4b
153256,Mohamed,Elneny,Elneny,47a34c4f
153366,Harrison,Reed,Reed,803ae100
153371,Sam,Gallagher,Gallagher,44361ade
153373,Sam,McQueen,McQueen,b27b49b4
153379,Josh,Sims,Sims,6d6f09dc
153477,Conor,Masterson,Masterson,db975607
153601,Carlos,De Pena,De Pena,6b915aa1
153673,Jonjoe,Kenny,Kenny,099e666f
153678,Chris,Long,Long,52c8b203
153682,Harry,Wilson,Wilson,c6dc9ecd
153723,John,Lundstram,Lundstram,0df2b165
153772,Luke,McGee,McGee,bfa6049d
154043,Ainsley,Maitland-Niles,Maitland-Niles,e3a5814e
154050,Olufela,Olomola,Olomola,313ba4ae
154051,Oviemuno,Ejaria,Ejaria,a801669e
154131,Jack,Stacey,Stacey,558807c0
154138,Tariqe,Fosu-Henry,Fosu,3dcef539
154296,João,Palhinha Gonçalves,Palhinha,a78ff07f
154506,Daniel,Bachmann,Bachmann,1c0eea98
154558,Thomas,Robson,Thomas Robson,a18298ff
154559,Michael,Ledger,Ledger,a3354171
154561,David,Raya Martin,Raya,98ea5115
154566,Dominic,Solanke,Solanke,e77dc3b2
154976,Adnan,Januzaj,Januzaj,4737cebe
154998,Takuma,Asano,Asano,13ddc856
155197,Max,Lowe,Lowe,7af88b33
155405,Kalvin,Phillips,Phillips,4f565d77
155408,Lewis,Cook,Cook,2afc7272
155503,Freddie,Woodman,Woodman,19e50035
155509,Greg,Olley,Olley,784b9507
155511,Adam,Armstrong,A.Armstrong,68c720b5
155513,Rolando,Aarons,Aarons,c5942695
155529,Marek,Rodák,Rodák,17acc2ed
155561,Ludwig,Augustinsson,Augustinsson,9fec8860
155569,Daniel,Amartey,Amartey,1a4ef233
155651,Adam,Masina,Masina,de0f152c
155706,Dionatan do Nascimento,Teixeira,Teixeira,f7f09bee
155851,Lucas,Pérez,Lucas,a300ac7e
156069,Liam,Gibson,Gibson,b51f8aee
156074,Rob,Holding,Holding,d79a8c87
156658,Reece,Burke,Burke,a681b7b7
156660,Moses,Makasi,Makasi,4ae7add0
156683,Pierluigi,Gollini,Gollini,f0f7f62f
156685,Joe,Rothwell,Rothwell,10a10454
156686,James,Weir,Weir,c8d651c1
156687,Ben,Pearson,Pearson,a6b461e7
156689,Andreas,Hoelgebaum Pereira,Andreas,6639e500
156690,Joshua,Harrop,Harrop,00e1cf8f
157665,Filip,Lesniak,Lesniak,5348fe7c
157668,Harry,Winks,Winks,2f7acede
157775,Ken,Sema,Sema,1770bd68
157882,Takumi,Minamino,Minamino,f833a830
158074,Gabriel Armando,de Abreu,Gabriel,b7ca5c51
158499,Ryan,Christie,Christie,26ce2263
158534,Kyle,Walker-Peters,Walker-Peters,984a5a64
158544,Jake,Hesketh,Hesketh,4c83c9f8
159039,Antonio,Barreca,Barreca,6a189491
159506,Ola,Aina,Aina,246d153b
159533,Adama,Traoré Diarra,Adama,9a28eba4
160190,Kasey,Palmer,Palmer,453f566a
160729,Jason,Denayer,Denayer,47af88b8
160816,Donald,Love,Love,160599ed
160817,Patrick,McNair,McNair,8ac454b5
160987,Jean-Philippe,Gbamin,Gbamin,6bd603db
162344,Philip,Zinckernagel,Zinckernagel,a5ea254c
162651,Samir,Caetano de Souza Santos,Samir,92b4758e
163463,Papa Alioune,Ndiaye,Badou Ndiaye,960acc0a
163526,Edimilson,Fernandes,Fernandes,3bb625ac
163776,Erdal,Rakip,Rakip,e150254d
163793,Matt,Miazga,Miazga,9fc0f253
164011,Mbaye,Diagne,Diagne,dda3969e
164484,Zack,Steffen,Steffen,42130443
164511,Yerry,Mina,Mina,6d5701f2
164555,Vladimir,Coufal,Coufal,fdf3cb77
165153,Timo,Werner,Werner,49fe9070
165210,Alireza,Jahanbakhsh,Jahanbakhsh,8452314
165659,Diego Carlos,Santos Silva,Diego Carlos,b4a014b1
165808,Hélder Wander,Sousa de Azevedo e Costa,Costa,f13d02a6
165809,Bernardo,Veiga de Carvalho e Silva,Bernardo,3eb22ec9
165911,Bartosz,Kapustka,Kapustka,7364c4d1
165990,Vincent,Janssen,Janssen,31dce0c8
166324,Ivan,Neves Abreu Cavaleiro,Cavaleiro,979b811d
166325,Carlos,Ribeiro Dias,Cafú,85322440
166477,Timothy,Castagne,Castagne,197640fd
166640,Fabián,Balbuena,Balbuena,3626f7d9
166989,Youri,Tielemans,Tielemans,56f7a928
167074,Kenny,Tete,Tete,77d7c96f
167075,Wesley,Hoedt,Hoedt,875898c7
167199,Thomas,Partey,Partey,529f49ab
167473,José,Izquierdo,Izquierdo,ca2bc3df
167522,Jordan,Hugill,Hugill,a36d4785
167541,Jack,Payne,Payne,edfbda18
167767,Robert Kenedy,Nunes do Nascimento,Kenedy,5eebbfdf
167789,Baily,Cargill,Cargill,6dbe8f69
167878,Ben,Osborn,Osborn,79bc4c45
168172,Joe,Lolley,Lolley,c5f13182
168196,Joel Dinis,Castro Pereira,Joel Pereira,881e5db7
168281,Scott,McKenna,McKenna,4e5a4cbc
168287,Jonathan,Calleri,Calleri,6922f806
168290,Ignacio,Pussetto,Pussetto,62437b4f
168399,Will,Norris,Norris,c73ada83
168566,Georges-Kévin,Nkoudou,Nkoudou,76c131da
168580,Ayoze,Pérez,Pérez,819aa8e7
168717,Maksymilian,Stryjek,Stryjek,bfc2e586
168763,Cameron,Carter-Vickers,Carter-Vickers,88ced02c
168764,Luke,Amos,Amos,77128f7e
168765,Josh,Onomah,Onomah,6612cd8c
168977,Joel,Coleman,Coleman,b73e459a
168991,Philip,Billing,Billing,d328a254
169061,Dael,Fry,Fry,43e79bbc
169102,Tiemoué,Bakayoko,Bakayoko,59bf127b
169130,Joel,Taylor,Taylor,3a6e34b9
169141,Steve,Mounie,Mounie,19ba6c6d
169187,Trent,Alexander-Arnold,Alexander-Arnold,cd1acf9d
169359,Matt,Targett,Targett,e514ab62
169432,Oliver,McBurnie,McBurnie,78b8ac63
169527,Joe,Williams,Joe Williams,44c38f2e
169528,Antonee,Robinson,Robinson,289601e6
169535,Julien,de Sart,de Sart,33332e0b
169593,Remi,Matthews,Matthews,27f4f772
169735,Noor,Husin,Husin,9035308b
169743,Connor,Mahoney,Mahoney,38df681f
170137,Allan,Saint-Maximin,Saint-Maximin,2b16cb1a
170154,Pablo,Maffeo,Maffeo,5db04597
170271,Jean Michaël,Seri,Seri,10efd0e1
170851,Josh,Robson,Josh Robson,e10308d3
171099,Hassane,Kamara,Kamara,19a12bed
171101,Clément,Lenglet,Lenglet,4f28a6ff
171129,Diego,Rico,Rico,d9ba39fc
171162,Charly,Musonda,Musonda,62a0089e
171270,Kieran,Dowell,Dowell,2f6ec02a
171273,Cameron,Borthwick-Jackson,Borthwick-Jackson,ff61102d
171277,Demetri,Mitchell,Mitchell,c286f3c2
171287,Joseph,Gomez,Gomez,7a11550b
171314,Rúben,Gato Alves Dias,Dias,31c69ef1
171317,Rúben,da Silva Neves,Neves,44bfb6c5
171319,Renato,Sanches,Sanches,032f894e
171771,Jan,Bednarek,Bednarek,4115ce4e
171975,Callum,Robinson,Callum Robinson,e75750a3
171982,Brian,Lenihan,Lenihan,7f1df59b
172246,Florent,Hadergjonaj,Hadergjonaj,9aa186b2
172551,Callum,Roberts,Roberts,8e9caf48
172567,Josh,Cullen,Cullen,f6d7d690
172632,Demarai,Gray,Gray,4468ec10
172649,Dean,Henderson,Henderson,e5a76dfe
172780,James,Maddison,Maddison,ee38d9c5
172782,Josh,Brownhill,Brownhill,47369df8
172841,Saïd,Benrahma,Benrahma,5a04fd92
172850,Ben,Chilwell,Chilwell,d2424d1b
173399,Mohamed,Dräger,Dräger,8954fddc
173514,Isaac,Success Ajayi,Success,f573a8bf
173515,Kelechi,Iheanacho,Iheanacho,c92e1a31
173792,Reece,Oxford,Oxford,8b6e0db2
173804,Layton,Ndukwu,Ndukwu,2219083d
173807,Tom,Davies,Davies,9228b07c
173809,Jonathan,Leko,Leko,76b5cbbd
173810,Darnell,Johnson,Johnson,8eaf6aea
173818,Nathan,Broadhead,Broadhead,43309491
173821,Tyler,Roberts,Roberts,6c17e046
173879,Tammy,Abraham,Abraham,f586779e
173904,Davinson,Sánchez,Sánchez,da7b447d
173954,Jairo,Riedewald,Riedewald,7a1f2c08
174248,George,Thomas,Thomas,7ef24097
174254,Pedro,Chirivella,Chirivella,68a26d51
174590,Jacob,Maddox,Maddox,ff97076d
174593,Kyle,Edwards,Edwards,1566e437
174594,Lukas,Nmecha,Nmecha,0cc5f4a5
174597,Andre,Green,Green,6e287b7a
174874,Joachim,Andersen,Andersen,e34fc66d
174932,Sergi,Canós Tenés,Canós,1137759d
175351,Demeaco,Duhaney,Duhaney,5ef608f7
175353,Ayotomiwa,Dele-Bashiru,Dele-Bashiru,0666f848
175592,Naby,Keita,Keita,f25c8e3a
175941,Alfie,Whiteman,Whiteman,3f2587ee
175946,Víctor,Camarasa,Camarasa,b2d03887
176295,Matthew,Willock,Willock,7e4985b2
176296,Ashley,Fletcher,Fletcher,eeb6551f
176297,Marcus,Rashford,Rashford,a1d5bd30
176413,Christian,Pulisic,Pulisic,1bf33a9a
176414,Luca,De La Torre,De La Torre,e9241b40
176420,Darnell,Furlong,Furlong,3ec9195b
176706,Alfie,Jones,Jones,e5c107a1
177815,Dominic,Calvert-Lewin,Calvert-Lewin,59e6e5bf
178173,Matt,Clarke,Clarke,8ea2227a
178186,Jarrod,Bowen,Bowen,79c84d1c
178301,Ollie,Watkins,Watkins,aed3a70f
178304,Lys,Mousset,Mousset,d9cfca3d
178867,Antonio,Martinez Lopez,Martínez,f3945e07
178871,Aleix,García Serrano,García,a10361d2
178876,Jesús,Vallejo Lázaro,Vallejo,c2111b45
179018,Miguel,Almirón Rejala,Almirón,862a1c15
179261,Zachary,Dearnley,Dearnley,0484975a
179268,Marc,Cucurella Saseta,Cucurella,1daec722
179276,Mathias,Normann,Normann,8996350d
179456,Oskar,Buur,Buur,aa6f2f2c
179519,Orel,Mangala,Mangala,a572e291
179587,Dennis,Srbeny,Srbeny,1fdec858
179596,Elliott,Moore,Moore,328bcff5
179620,Mamadou Obbi,Oularé,Oularé,9e49c320
179725,Carl,Stewart,Stewart,9e5c080a
179829,Josh,Pask,Pask,ccd1bb4d
179830,Grady,Diangana,Diangana,f522d7ec
180135,Sean,Longstaff,S.Longstaff,a2b105e0
180151,Nikola,Vlasic,Vlasic,aa8e289e
180184,Donny,van de Beek,Van de Beek,50dc94ce
180294,Karlan,Grant,Grant,87f7500e
180736,Trevoh,Chalobah,Chalobah,5515376c
180804,Axel,Tuanzebe,Tuanzebe,2baec6ce
180974,Joelinton Cássio,Apolinário de Lira,Joelinton,c17bfb65
181008,Albian,Ajeti,Ajeti,2b1c4abd
181284,Gonçalo Manuel,Ganchinho Guedes,Guedes,e6bc67d7
181397,Jamie,Sterry,Sterry,f13d0f83
181489,Alex,Pike,Pike,90a8927f
